id	cluster_name	infomap	central_concept	concepticon_id	concepticon_gloss	family_frequency	language_frequency	word_frequency
2229	infomap_59_CATTLE	59	CATTLE	631	LIVESTOCK	47	285	369
2230	infomap_6_TALL	6	TALL	2023	CROWD	51	314	465
2231	infomap_1_GIVE	1	GIVE	2087	DROP (CLASSIFIER)	1	9	10
2232	infomap_22_WOUND	22	WOUND	1815	ACHE	21	104	126
2233	infomap_53_HEAD	53	HEAD	954	WELL	22	372	445
2234	infomap_35_IMMEDIATELY	35	IMMEDIATELY	150	WORRY	1	8	13
2235	infomap_2_SEED	2	SEED	757	BUTTON	62	433	482
2236	infomap_9_GOOD	9	GOOD	896	ANACONDA (WATER BOA)	14	54	60
2237	infomap_136_STORY	136	STORY	2937	FAIRY TALE	20	105	121
2238	infomap_1_GIVE	1	GIVE	516	PERSON (CLASSIFIER)	3	97	105
2239	infomap_139_PART	139	PART	2954	SLICE	20	101	125
2240	infomap_1_GIVE	1	GIVE	2638	FISHING	21	109	122
2241	infomap_29_BAT	29	BAT	472	PELICAN	1	138	143
2242	infomap_158_ORPHAN	158	ORPHAN	1674	POOR	73	620	763
2243	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	2255	FATHER-IN-LAW (OF MAN)	59	357	419
2244	infomap_33_FROST	33	FROST	2757	ANGULAR (SQUAREFORMED)	3	42	43
2245	infomap_11_CLOTH	11	CLOTH	1616	CLOTH	68	789	1000
2246	infomap_1_GIVE	1	GIVE	28	MOISTEN	3	63	64
2247	infomap_1_GIVE	1	GIVE	357	HANG UP	80	559	665
2248	infomap_108_BRIDGE	108	BRIDGE	2345	LEPORID (RABBIT OR HARE)	7	70	75
2249	infomap_2_SEED	2	SEED	3076	SLOPE	2	56	59
2250	infomap_106_VULTURE	106	VULTURE	1185	VULTURE	56	363	401
2251	infomap_1_GIVE	1	GIVE	2113	OLD (USED)	12	352	396
2252	infomap_29_BAT	29	BAT	454	SHEA NUT TREE	3	58	60
2253	infomap_1_GIVE	1	GIVE	953	RAPE	38	260	337
2254	infomap_1_GIVE	1	GIVE	1457	SEW	102	1369	1689
2255	infomap_63_BEESWAX	63	BEESWAX	1273	CANDLE	54	468	524
2256	infomap_1_GIVE	1	GIVE	2770	JACKET	1	18	19
2257	infomap_22_WOUND	22	WOUND	1809	PIMPLE	4	170	178
2258	infomap_1_GIVE	1	GIVE	2900	PROTECT	19	157	177
2259	infomap_27_FUR	27	FUR	444	LONG HAIR	15	59	64
2260	infomap_9_GOOD	9	GOOD	2340	SUNNY	1	49	49
2261	infomap_97_LIGHT (IGNITE)	97	LIGHT (IGNITE)	3061	PHLEGM	2	88	96
2262	infomap_1_GIVE	1	GIVE	1106	FALL ASLEEP	20	104	115
2263	infomap_39_BARK	39	BARK	3326	LEATHER OR HIDE	1	47	47
2264	infomap_136_STORY	136	STORY	2970	RIDDLE	2	21	21
2265	infomap_34_BOWL	34	BOWL	1737	OKRA	3	66	67
2266	infomap_1_GIVE	1	GIVE	3119	MASSAGE (SOMEBODY)	2	9	9
2267	infomap_1_GIVE	1	GIVE	1487	POUR	76	985	1378
2268	infomap_99_WOMAN	99	WOMAN	1199	WIFE	106	1348	1653
2269	infomap_159_MOON	159	MOON	1370	MONTH	76	594	623
2270	infomap_17_VINE	17	VINE	19	FISHING LINE	49	359	406
2271	infomap_26_PERSON	26	PERSON	2261	MALE (OF PERSON)	55	316	400
2272	infomap_1_GIVE	1	GIVE	251	SHARPEN (SOMETHING)	26	564	636
2273	infomap_1_GIVE	1	GIVE	1377	VISIT	18	108	137
2274	infomap_11_CLOTH	11	CLOTH	1151	VEIL	24	228	275
2275	infomap_3_THAT	3	THAT	2923	THITHER (THERE TO)	20	105	144
2276	infomap_110_DAY AFTER TOMORROW	110	DAY AFTER TOMORROW	514	LAST YEAR	3	110	114
2277	infomap_94_TOMORROW	94	TOMORROW	1872	DUIKER	3	63	63
2278	infomap_54_CALL	54	CALL	716	GROAN	66	541	664
2279	infomap_1_GIVE	1	GIVE	842	LIQUOR	5	153	157
2280	infomap_1_GIVE	1	GIVE	1420	COUNT	93	1083	1362
2281	infomap_142_PROUD	142	PROUD	101	BOAST	56	532	744
2282	infomap_154_WHISPER	154	WHISPER	128	MUMBLE	40	255	318
2283	infomap_91_MASON	91	MASON	359	POTTER	38	236	260
2284	infomap_95_STALLION	95	STALLION	1862	DONKEY	51	685	847
2285	infomap_1_GIVE	1	GIVE	1271	DELIGHT	1	108	241
2286	infomap_1_GIVE	1	GIVE	750	DROP	6	160	174
2287	infomap_115_IDOL	115	IDOL	1002	STATUE	34	242	299
2288	infomap_90_ROAR (OF SEA)	90	ROAR (OF SEA)	2876	ROAR (OF SEA)	20	101	121
2289	infomap_37_HOLE	37	HOLE	1155	CAVE	79	776	918
2290	infomap_66_HATE	66	HATE	2591	RHINOCEROS	3	131	150
2291	infomap_78_JAW	78	JAW	1604	TEMPLES	48	282	312
2292	infomap_20_DARK	20	DARK	163	BLACK	188	2386	2814
2293	infomap_72_MUTE	72	MUTE	1666	MUTE	57	403	438
2294	infomap_30_KNIFE	30	KNIFE	1648	ANVIL	25	280	307
2295	infomap_92_SERVANT	92	SERVANT	979	FARMER	40	328	407
2296	infomap_83_TIN OR TINPLATE	83	TIN OR TINPLATE	1051	CAN	24	59	66
2297	infomap_97_LIGHT (IGNITE)	97	LIGHT (IGNITE)	1428	BURNING	80	886	1144
2298	infomap_60_GRIEF	60	GRIEF	781	FEAR (FRIGHT)	68	533	719
2299	infomap_36_BRIGHT	36	BRIGHT	1335	WHITE	168	2350	2832
2300	infomap_101_CUT (WITH SCISSORS)	101	CUT (WITH SCISSORS)	2047	STRAW SANDAL	3	34	34
2301	infomap_54_CALL	54	CALL	2432	MARRIAGE	3	148	201
2302	infomap_125_WAVE	125	WAVE	613	HIGH TIDE	29	180	208
2303	infomap_20_DARK	20	DARK	1629	EVENING	80	680	810
2304	infomap_97_LIGHT (IGNITE)	97	LIGHT (IGNITE)	247	TAN	16	26	29
2305	infomap_95_STALLION	95	STALLION	938	MARE	49	309	341
2306	infomap_7_SPEAK	7	SPEAK	1363	VOICE	72	846	952
2307	infomap_53_HEAD	53	HEAD	2319	LID (COVER, CAP)	21	166	187
2308	infomap_1_GIVE	1	GIVE	155	CHOP	70	683	895
2309	infomap_1_GIVE	1	GIVE	179	RIPEN	22	236	421
2310	infomap_1_GIVE	1	GIVE	3082	MINCE (SOMETHING)	1	50	51
2311	infomap_1_GIVE	1	GIVE	1477	KEEP	65	407	537
2312	infomap_15_LOW	15	LOW	2308	THIN	34	544	612
2313	infomap_81_ONE TIME	81	ONE TIME	2719	FAT (OILY)	1	18	23
2314	infomap_1_GIVE	1	GIVE	1704	SEVEN	90	1116	1167
2315	infomap_1_GIVE	1	GIVE	2076	SPROUT (VERB)	1	64	72
2316	infomap_8_MIND	8	MIND	1407	BREATHE	56	630	695
2317	infomap_39_BARK	39	BARK	2613	SKIN (HUMAN)	14	184	284
2318	infomap_51_FOG	51	FOG	2190	TASTE	21	120	144
2319	infomap_55_BOW	55	BOW	3255	POINT (POINTED END)	5	17	17
2320	infomap_84_SWEET POTATO	84	SWEET POTATO	351	TARO	46	758	947
2321	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	1216	MOTHER	155	2161	2782
2322	infomap_1_GIVE	1	GIVE	129	CHOKE	56	350	437
2323	infomap_1_GIVE	1	GIVE	1100	COOK (SOMETHING)	94	1229	1477
2324	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1304	CHILD (YOUNG HUMAN)	104	906	1126
2325	infomap_24_MOUTH	24	MOUTH	2669	POINT (WITH FINGER)	3	144	196
2326	infomap_42_HOW	42	HOW	1014	OR	59	393	524
2327	infomap_54_CALL	54	CALL	1084	CALL	83	789	945
2328	infomap_1_GIVE	1	GIVE	939	HORN (INSTRUMENT)	1	51	51
2329	infomap_52_PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	52	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	1055	FATHER-IN-LAW	2	75	79
2330	infomap_1_GIVE	1	GIVE	1359	SEPARATE	70	650	986
2331	infomap_28_LEG	28	LEG	1297	LEG	174	1977	2210
2332	infomap_80_OTHER	80	OTHER	197	OTHER	59	521	634
2333	infomap_29_BAT	29	BAT	470	POSSUM	9	357	372
2334	infomap_1_GIVE	1	GIVE	1831	MEET	76	803	1019
